"experiment","Group","senID","item","type","condition","sentence1","sentence2","Value","ID","world","selection"
"likelihood","A","3","LI-A-3","co-argument","Speaker","李华说王刚把  ","照顾得很好。","他","6070-b975-1ba0-4ad6","lihua.png","ta"
"likelihood","A","18","LI-A-18","possessor","Clause Subject","小明说张伟把  ","的想法忘记了。","他自己","6070-b975-1ba0-4ad6","zhangwei.png","taziji"
"likelihood","A","19","LI-A-19","possessor","Speaker","小明说王刚把  ","的作业遗漏了。","他","6070-b975-1ba0-4ad6","xiaoming.png","ta"
"likelihood","A","17","LI-A-17","possessor","Speaker","小明说李华把  ","的演讲稿修改好了。","他","6070-b975-1ba0-4ad6","xiaoming.png","ta"
"likelihood","A","30","LI-A-30","possessor","Clause Subject","张伟说李华把  ","的文件删除了。","他自己","6070-b975-1ba0-4ad6","lihua.png","taziji"
"likelihood","A","29","LI-A-29","possessor","Speaker","张伟说王刚把  ","的衣服捐掉了。","他自己","6a4b-acd8-af53-4ef2","zhangwei.png","taziji"
"likelihood","A","7","LI-A-7","co-argument","Speaker","小明说李华把  ","灌醉了。","他自己","6a4b-acd8-af53-4ef2","xiaoming.png","taziji"
"likelihood","A","27","LI-A-27","possessor","Speaker","李华说小明把  ","的房间打扫干净了。","他自己","6a4b-acd8-af53-4ef2","lihua.png","taziji"
"likelihood","A","14","LI-A-14","co-argument","Clause Subject","张伟说李华把  ","弄骨折了。","他自己","6a4b-acd8-af53-4ef2","lihua.png","taziji"
"likelihood","A","11","LI-A-11","co-argument","Speaker","王刚说张伟把  ","置于危险中了。","自己","6a4b-acd8-af53-4ef2","wanggang.png","ziji"
"likelihood","A","23","LI-A-23","possessor","Speaker","王刚说张伟把  ","的孩子搂在了怀里。","自己","6a4b-acd8-af53-4ef2","wanggang.png","ziji"
"likelihood","A","19","LI-A-19","possessor","Speaker","小明说王刚把  ","的作业遗漏了。","他","6a4b-acd8-af53-4ef2","xiaoming.png","ta"
"likelihood","A","3","LI-A-3","co-argument","Speaker","李华说王刚把  ","照顾得很好。","自己","6a4b-acd8-af53-4ef2","lihua.png","ziji"
"likelihood","A","30","LI-A-30","possessor","Clause Subject","张伟说李华把  ","的文件删除了。","他自己","6a4b-acd8-af53-4ef2","lihua.png","taziji"
"likelihood","A","6","LI-A-6","co-argument","Clause Subject","小明说张伟把  ","想像成侦探了。","自己","6a4b-acd8-af53-4ef2","zhangwei.png","ziji"
"likelihood","A","8","LI-A-8","co-argument","Clause Subject","小明说李华把  ","绊倒了。","自己","6a4b-acd8-af53-4ef2","lihua.png","ziji"
"likelihood","A","5","LI-A-5","co-argument","Speaker","小明说李华把  ","弄伤了。","他","6a4b-acd8-af53-4ef2","xiaoming.png","ta"
"likelihood","A","18","LI-A-18","possessor","Clause Subject","小明说张伟把  ","的想法忘记了。","他","6a4b-acd8-af53-4ef2","zhangwei.png","ta"
"likelihood","A","25","LI-A-25","possessor","Speaker","李华说张伟把  ","的小狗找回来了。","他","6a4b-acd8-af53-4ef2","lihua.png","ta"
"likelihood","A","26","LI-A-26","possessor","Clause Subject","李华说小明把  ","的玩具模型弄坏了。","他自己","6a4b-acd8-af53-4ef2","xiaoming.png","taziji"
"likelihood","A","15","LI-A-15","co-argument","Speaker","张伟说小明把  ","逗笑了。","自己","6a4b-acd8-af53-4ef2","zhangwei.png","ziji"
"likelihood","A","21","LI-A-21","possessor","Speaker","王刚说张伟把  ","的工作做完了。","自己","6a4b-acd8-af53-4ef2","wanggang.png","ziji"
"likelihood","A","1","LI-A-1","co-argument","Speaker","李华说小明把  ","弄糊涂了。","自己","6a4b-acd8-af53-4ef2","lihua.png","ziji"
"likelihood","A","24","LI-A-24","possessor","Clause Subject","李华说王刚把  ","的证件弄丢了。","他自己","6a4b-acd8-af53-4ef2","wanggang.png","taziji"
"likelihood","A","9","LI-A-9","co-argument","Speaker","王刚说小明把  ","锁在教室里了。","他","6a4b-acd8-af53-4ef2","wanggang.png","ta"
"likelihood","A","2","LI-A-2","co-argument","Clause Subject","李华说王刚把  ","出卖了。","他自己","6a4b-acd8-af53-4ef2","wanggang.png","taziji"
"likelihood","A","20","LI-A-20","possessor","Clause Subject","王刚说李华把  ","的遭遇讲给了别人听。","他自己","6a4b-acd8-af53-4ef2","lihua.png","taziji"
"likelihood","A","13","LI-A-13","co-argument","Speaker","张伟说王刚把  ","吓坏了。","自己","6a4b-acd8-af53-4ef2","zhangwei.png","ziji"
"likelihood","A","17","LI-A-17","possessor","Speaker","小明说李华把  ","的演讲稿修改好了。","他自己","6a4b-acd8-af53-4ef2","xiaoming.png","taziji"
"likelihood","A","28","LI-A-28","possessor","Clause Subject","张伟说小明把  ","的秘密告诉了别人。","他自己","6a4b-acd8-af53-4ef2","xiaoming.png","taziji"
"likelihood","A","12","LI-A-12","co-argument","Clause Subject","王刚说张伟把  ","气哭了。","他","6a4b-acd8-af53-4ef2","zhangwei.png","ta"
"likelihood","A","16","LI-A-16","possessor","Clause Subject","小明说王刚把  ","的照片发到了朋友圈。","他自己","6a4b-acd8-af53-4ef2","wanggang.png","taziji"
"likelihood","A","10","LI-A-10","co-argument","Clause Subject","王刚说小明把  ","逼得太紧了。","自己","6a4b-acd8-af53-4ef2","xiaoming.png","ziji"
"likelihood","A","4","LI-A-4","co-argument","Clause Subject","李华说张伟把  ","当成小孩子了。","他自己","6a4b-acd8-af53-4ef2","zhangwei.png","taziji"
"likelihood","A","22","LI-A-22","possessor","Clause Subject","王刚说小明把  ","的想法表达出来了。","他自己","6a4b-acd8-af53-4ef2","xiaoming.png","taziji"
"likelihood","B","11","LI-B-11","co-argument","Clause Subject","王刚说张伟把  ","置于危险中了。","他自己","a8df-2758-3673-211b","zhangwei.png","taziji"
"likelihood","B","25","LI-B-25","possessor","Clause Subject","李华说张伟把  ","的小狗找回来了。","他自己","a8df-2758-3673-211b","zhangwei.png","taziji"
"likelihood","B","9","LI-B-9","co-argument","Clause Subject","王刚说小明把  ","锁在教室里了。","他自己","a8df-2758-3673-211b","xiaoming.png","taziji"
"likelihood","B","18","LI-B-18","possessor","Speaker","小明说张伟把  ","的想法忘记了。","他","a8df-2758-3673-211b","xiaoming.png","ta"
"likelihood","B","4","LI-B-4","co-argument","Speaker","李华说张伟把  ","当成小孩子了。","他","a8df-2758-3673-211b","lihua.png","ta"
"likelihood","B","3","LI-B-3","co-argument","Clause Subject","李华说王刚把  ","照顾得很好。","他自己","a8df-2758-3673-211b","wanggang.png","taziji"
"likelihood","B","2","LI-B-2","co-argument","Speaker","李华说王刚把  ","出卖了。","自己","a8df-2758-3673-211b","lihua.png","ziji"
"likelihood","B","13","LI-B-13","co-argument","Clause Subject","张伟说王刚把  ","吓坏了。","自己","a8df-2758-3673-211b","wanggang.png","ziji"
"likelihood","B","28","LI-B-28","possessor","Speaker","张伟说小明把  ","的秘密告诉了别人。","自己","a8df-2758-3673-211b","zhangwei.png","ziji"
"likelihood","B","30","LI-B-30","possessor","Speaker","张伟说李华把  ","的文件删除了。","他","a8df-2758-3673-211b","zhangwei.png","ta"
"likelihood","B","27","LI-B-27","possessor","Clause Subject","李华说小明把  ","的房间打扫干净了。","他自己","a8df-2758-3673-211b","xiaoming.png","taziji"
"likelihood","B","22","LI-B-22","possessor","Speaker","王刚说小明把  ","的想法表达出来了。","他","a8df-2758-3673-211b","wanggang.png","ta"
"likelihood","B","5","LI-B-5","co-argument","Clause Subject","小明说李华把  ","弄伤了。","他自己","a8df-2758-3673-211b","lihua.png","taziji"
"likelihood","B","10","LI-B-10","co-argument","Speaker","王刚说小明把  ","逼得太紧了。","自己","a8df-2758-3673-211b","wanggang.png","ziji"
"likelihood","B","19","LI-B-19","possessor","Clause Subject","小明说王刚把  ","的作业遗漏了。","他自己","a8df-2758-3673-211b","wanggang.png","taziji"
"likelihood","B","16","LI-B-16","possessor","Speaker","小明说王刚把  ","的照片发到了朋友圈。","他","a8df-2758-3673-211b","xiaoming.png","ta"
"likelihood","B","14","LI-B-14","co-argument","Speaker","张伟说李华把  ","弄骨折了。","他","a8df-2758-3673-211b","zhangwei.png","ta"
"likelihood","B","6","LI-B-6","co-argument","Speaker","小明说张伟把  ","想像成侦探了。","他","a8df-2758-3673-211b","xiaoming.png","ta"
"likelihood","B","24","LI-B-24","possessor","Speaker","李华说王刚把  ","的证件弄丢了。","他","a8df-2758-3673-211b","lihua.png","ta"
"likelihood","B","21","LI-B-21","possessor","Clause Subject","王刚说张伟把  ","的工作做完了。","他自己","a8df-2758-3673-211b","zhangwei.png","taziji"
"likelihood","B","23","LI-B-23","possessor","Clause Subject","王刚说张伟把  ","的孩子搂在了怀里。","他自己","a8df-2758-3673-211b","zhangwei.png","taziji"
"likelihood","B","1","LI-B-1","co-argument","Clause Subject","李华说小明把  ","弄糊涂了。","他自己","a8df-2758-3673-211b","xiaoming.png","taziji"
"likelihood","B","7","LI-B-7","co-argument","Clause Subject","小明说李华把  ","灌醉了。","他自己","a8df-2758-3673-211b","lihua.png","taziji"
"likelihood","B","20","LI-B-20","possessor","Speaker","王刚说李华把  ","的遭遇讲给了别人听。","他","a8df-2758-3673-211b","wanggang.png","ta"
"likelihood","B","12","LI-B-12","co-argument","Speaker","王刚说张伟把  ","气哭了。","他","a8df-2758-3673-211b","wanggang.png","ta"
"likelihood","B","29","LI-B-29","possessor","Clause Subject","张伟说王刚把  ","的衣服捐掉了。","他自己","a8df-2758-3673-211b","wanggang.png","taziji"
"likelihood","B","8","LI-B-8","co-argument","Speaker","小明说李华把  ","绊倒了。","他","a8df-2758-3673-211b","xiaoming.png","ta"
"likelihood","B","17","LI-B-17","possessor","Clause Subject","小明说李华把  ","的演讲稿修改好了。","他自己","a8df-2758-3673-211b","lihua.png","taziji"
"likelihood","B","15","LI-B-15","co-argument","Clause Subject","张伟说小明把  ","逗笑了。","他自己","a8df-2758-3673-211b","xiaoming.png","taziji"
"likelihood","B","26","LI-B-26","possessor","Speaker","李华说小明把  ","的玩具模型弄坏了。","他","a8df-2758-3673-211b","lihua.png","ta"
"likelihood","B","4","LI-B-4","co-argument","Speaker","李华说张伟把  ","当成小孩子了。","他","7d46-6a32-ba18-bfd3","lihua.png","ta"
"likelihood","B","25","LI-B-25","possessor","Clause Subject","李华说张伟把  ","的小狗找回来了。","他自己","7d46-6a32-ba18-bfd3","zhangwei.png","taziji"
"likelihood","B","18","LI-B-18","possessor","Speaker","小明说张伟把  ","的想法忘记了。","小明","7d46-6a32-ba18-bfd3","xiaoming.png","name"
"likelihood","B","15","LI-B-15","co-argument","Clause Subject","张伟说小明把  ","逗笑了。","他自己","7d46-6a32-ba18-bfd3","xiaoming.png","taziji"
"likelihood","B","23","LI-B-23","possessor","Clause Subject","王刚说张伟把  ","的孩子搂在了怀里。","他自己","7d46-6a32-ba18-bfd3","zhangwei.png","taziji"
"likelihood","B","5","LI-B-5","co-argument","Clause Subject","小明说李华把  ","弄伤了。","他自己","7d46-6a32-ba18-bfd3","lihua.png","taziji"
"likelihood","B","27","LI-B-27","possessor","Clause Subject","李华说小明把  ","的房间打扫干净了。","他自己","7d46-6a32-ba18-bfd3","xiaoming.png","taziji"
"likelihood","B","13","LI-B-13","co-argument","Clause Subject","张伟说王刚把  ","吓坏了。","他自己","7d46-6a32-ba18-bfd3","wanggang.png","taziji"
"likelihood","B","30","LI-B-30","possessor","Speaker","张伟说李华把  ","的文件删除了。","他","7d46-6a32-ba18-bfd3","zhangwei.png","ta"
"likelihood","B","28","LI-B-28","possessor","Speaker","张伟说小明把  ","的秘密告诉了别人。","他","7d46-6a32-ba18-bfd3","zhangwei.png","ta"
"likelihood","B","29","LI-B-29","possessor","Clause Subject","张伟说王刚把  ","的衣服捐掉了。","他自己","7d46-6a32-ba18-bfd3","wanggang.png","taziji"
"likelihood","B","11","LI-B-11","co-argument","Clause Subject","王刚说张伟把  ","置于危险中了。","他自己","7d46-6a32-ba18-bfd3","zhangwei.png","taziji"
"likelihood","B","8","LI-B-8","co-argument","Speaker","小明说李华把  ","绊倒了。","小明","7d46-6a32-ba18-bfd3","xiaoming.png","name"
"likelihood","B","24","LI-B-24","possessor","Speaker","李华说王刚把  ","的证件弄丢了。","李华","7d46-6a32-ba18-bfd3","lihua.png","name"
"likelihood","B","2","LI-B-2","co-argument","Speaker","李华说王刚把  ","出卖了。","他","7d46-6a32-ba18-bfd3","lihua.png","ta"
"likelihood","B","7","LI-B-7","co-argument","Clause Subject","小明说李华把  ","灌醉了。","他自己","7d46-6a32-ba18-bfd3","lihua.png","taziji"
"likelihood","B","3","LI-B-3","co-argument","Clause Subject","李华说王刚把  ","照顾得很好。","他自己","7d46-6a32-ba18-bfd3","wanggang.png","taziji"
"likelihood","B","12","LI-B-12","co-argument","Speaker","王刚说张伟把  ","气哭了。","他","7d46-6a32-ba18-bfd3","wanggang.png","ta"
"likelihood","B","9","LI-B-9","co-argument","Clause Subject","王刚说小明把  ","锁在教室里了。","他自己","7d46-6a32-ba18-bfd3","xiaoming.png","taziji"
"likelihood","B","20","LI-B-20","possessor","Speaker","王刚说李华把  ","的遭遇讲给了别人听。","他","7d46-6a32-ba18-bfd3","wanggang.png","ta"
"likelihood","B","22","LI-B-22","possessor","Speaker","王刚说小明把  ","的想法表达出来了。","他","7d46-6a32-ba18-bfd3","wanggang.png","ta"
"likelihood","B","10","LI-B-10","co-argument","Speaker","王刚说小明把  ","逼得太紧了。","他","7d46-6a32-ba18-bfd3","wanggang.png","ta"
"likelihood","B","6","LI-B-6","co-argument","Speaker","小明说张伟把  ","想像成侦探了。","他","7d46-6a32-ba18-bfd3","xiaoming.png","ta"
"likelihood","B","26","LI-B-26","possessor","Speaker","李华说小明把  ","的玩具模型弄坏了。","他","7d46-6a32-ba18-bfd3","lihua.png","ta"
"likelihood","B","1","LI-B-1","co-argument","Clause Subject","李华说小明把  ","弄糊涂了。","他自己","7d46-6a32-ba18-bfd3","xiaoming.png","taziji"
"likelihood","B","14","LI-B-14","co-argument","Speaker","张伟说李华把  ","弄骨折了。","他","7d46-6a32-ba18-bfd3","zhangwei.png","ta"
"likelihood","B","21","LI-B-21","possessor","Clause Subject","王刚说张伟把  ","的工作做完了。","他自己","7d46-6a32-ba18-bfd3","zhangwei.png","taziji"
"likelihood","B","19","LI-B-19","possessor","Clause Subject","小明说王刚把  ","的作业遗漏了。","他自己","7d46-6a32-ba18-bfd3","wanggang.png","taziji"
"likelihood","B","16","LI-B-16","possessor","Speaker","小明说王刚把  ","的照片发到了朋友圈。","他","7d46-6a32-ba18-bfd3","xiaoming.png","ta"
"likelihood","B","17","LI-B-17","possessor","Clause Subject","小明说李华把  ","的演讲稿修改好了。","他","7d46-6a32-ba18-bfd3","lihua.png","ta"
"likelihood","B","9","LI-B-9","co-argument","Clause Subject","王刚说小明把  ","锁在教室里了。","他自己","2742-5572-5787-76a5","xiaoming.png","taziji"
"likelihood","B","4","LI-B-4","co-argument","Speaker","李华说张伟把  ","当成小孩子了。","他","2742-5572-5787-76a5","lihua.png","ta"
"likelihood","B","12","LI-B-12","co-argument","Speaker","王刚说张伟把  ","气哭了。","他","2742-5572-5787-76a5","wanggang.png","ta"
"likelihood","B","3","LI-B-3","co-argument","Clause Subject","李华说王刚把  ","照顾得很好。","他自己","2742-5572-5787-76a5","wanggang.png","taziji"
"likelihood","B","24","LI-B-24","possessor","Speaker","李华说王刚把  ","的证件弄丢了。","他","2742-5572-5787-76a5","lihua.png","ta"
"likelihood","B","10","LI-B-10","co-argument","Speaker","王刚说小明把  ","逼得太紧了。","他","2742-5572-5787-76a5","wanggang.png","ta"
"likelihood","B","7","LI-B-7","co-argument","Clause Subject","小明说李华把  ","灌醉了。","他自己","2742-5572-5787-76a5","lihua.png","taziji"
"likelihood","B","8","LI-B-8","co-argument","Speaker","小明说李华把  ","绊倒了。","他","2742-5572-5787-76a5","xiaoming.png","ta"
"likelihood","B","30","LI-B-30","possessor","Speaker","张伟说李华把  ","的文件删除了。","他","2742-5572-5787-76a5","zhangwei.png","ta"
"likelihood","B","11","LI-B-11","co-argument","Clause Subject","王刚说张伟把  ","置于危险中了。","他自己","2742-5572-5787-76a5","zhangwei.png","taziji"
"likelihood","B","23","LI-B-23","possessor","Clause Subject","王刚说张伟把  ","的孩子搂在了怀里。","他自己","2742-5572-5787-76a5","zhangwei.png","taziji"
"likelihood","B","5","LI-B-5","co-argument","Clause Subject","小明说李华把  ","弄伤了。","他自己","2742-5572-5787-76a5","lihua.png","taziji"
"likelihood","B","6","LI-B-6","co-argument","Speaker","小明说张伟把  ","想像成侦探了。","他","2742-5572-5787-76a5","xiaoming.png","ta"
"likelihood","B","18","LI-B-18","possessor","Speaker","小明说张伟把  ","的想法忘记了。","他","2742-5572-5787-76a5","xiaoming.png","ta"
"likelihood","B","1","LI-B-1","co-argument","Clause Subject","李华说小明把  ","弄糊涂了。","他自己","2742-5572-5787-76a5","xiaoming.png","taziji"
"likelihood","B","19","LI-B-19","possessor","Clause Subject","小明说王刚把  ","的作业遗漏了。","他自己","2742-5572-5787-76a5","wanggang.png","taziji"
"likelihood","B","21","LI-B-21","possessor","Clause Subject","王刚说张伟把  ","的工作做完了。","他自己","2742-5572-5787-76a5","zhangwei.png","taziji"
"likelihood","B","2","LI-B-2","co-argument","Speaker","李华说王刚把  ","出卖了。","自己","2742-5572-5787-76a5","lihua.png","ziji"
"likelihood","B","13","LI-B-13","co-argument","Clause Subject","张伟说王刚把  ","吓坏了。","他自己","2742-5572-5787-76a5","wanggang.png","taziji"
"likelihood","B","15","LI-B-15","co-argument","Clause Subject","张伟说小明把  ","逗笑了。","他自己","2742-5572-5787-76a5","xiaoming.png","taziji"
"likelihood","B","28","LI-B-28","possessor","Speaker","张伟说小明把  ","的秘密告诉了别人。","他","2742-5572-5787-76a5","zhangwei.png","ta"
"likelihood","B","14","LI-B-14","co-argument","Speaker","张伟说李华把  ","弄骨折了。","他","2742-5572-5787-76a5","zhangwei.png","ta"
"likelihood","B","22","LI-B-22","possessor","Speaker","王刚说小明把  ","的想法表达出来了。","他","2742-5572-5787-76a5","wanggang.png","ta"
"likelihood","B","27","LI-B-27","possessor","Clause Subject","李华说小明把  ","的房间打扫干净了。","他自己","2742-5572-5787-76a5","xiaoming.png","taziji"
"likelihood","B","26","LI-B-26","possessor","Speaker","李华说小明把  ","的玩具模型弄坏了。","他","2742-5572-5787-76a5","lihua.png","ta"
"likelihood","B","16","LI-B-16","possessor","Speaker","小明说王刚把  ","的照片发到了朋友圈。","他","2742-5572-5787-76a5","xiaoming.png","ta"
"likelihood","B","25","LI-B-25","possessor","Clause Subject","李华说张伟把  ","的小狗找回来了。","他自己","2742-5572-5787-76a5","zhangwei.png","taziji"
"likelihood","B","20","LI-B-20","possessor","Speaker","王刚说李华把  ","的遭遇讲给了别人听。","他","2742-5572-5787-76a5","wanggang.png","ta"
"likelihood","B","17","LI-B-17","possessor","Clause Subject","小明说李华把  ","的演讲稿修改好了。","他自己","2742-5572-5787-76a5","lihua.png","taziji"
"likelihood","B","29","LI-B-29","possessor","Clause Subject","张伟说王刚把  ","的衣服捐掉了。","他自己","2742-5572-5787-76a5","wanggang.png","taziji"
"likelihood","B","5","LI-B-5","co-argument","Clause Subject","小明说李华把  ","弄伤了。","他自己","fb31-04f9-9ae9-011d","lihua.png","taziji"
"likelihood","B","13","LI-B-13","co-argument","Clause Subject","张伟说王刚把  ","吓坏了。","自己","fb31-04f9-9ae9-011d","wanggang.png","ziji"
"likelihood","B","25","LI-B-25","possessor","Clause Subject","李华说张伟把  ","的小狗找回来了。","自己","fb31-04f9-9ae9-011d","zhangwei.png","ziji"
"likelihood","B","3","LI-B-3","co-argument","Clause Subject","李华说王刚把  ","照顾得很好。","自己","fb31-04f9-9ae9-011d","wanggang.png","ziji"
"likelihood","B","15","LI-B-15","co-argument","Clause Subject","张伟说小明把  ","逗笑了。","他自己","fb31-04f9-9ae9-011d","xiaoming.png","taziji"
"likelihood","B","1","LI-B-1","co-argument","Clause Subject","李华说小明把  ","弄糊涂了。","自己","fb31-04f9-9ae9-011d","xiaoming.png","ziji"
"likelihood","B","12","LI-B-12","co-argument","Speaker","王刚说张伟把  ","气哭了。","他","fb31-04f9-9ae9-011d","wanggang.png","ta"
"likelihood","B","14","LI-B-14","co-argument","Speaker","张伟说李华把  ","弄骨折了。","他","fb31-04f9-9ae9-011d","zhangwei.png","ta"
"likelihood","B","10","LI-B-10","co-argument","Speaker","王刚说小明把  ","逼得太紧了。","他","fb31-04f9-9ae9-011d","wanggang.png","ta"
"likelihood","B","16","LI-B-16","possessor","Speaker","小明说王刚把  ","的照片发到了朋友圈。","他","fb31-04f9-9ae9-011d","xiaoming.png","ta"
"likelihood","B","24","LI-B-24","possessor","Speaker","李华说王刚把  ","的证件弄丢了。","他","fb31-04f9-9ae9-011d","lihua.png","ta"
"likelihood","B","8","LI-B-8","co-argument","Speaker","小明说李华把  ","绊倒了。","他","fb31-04f9-9ae9-011d","xiaoming.png","ta"
"likelihood","B","22","LI-B-22","possessor","Speaker","王刚说小明把  ","的想法表达出来了。","他","fb31-04f9-9ae9-011d","wanggang.png","ta"
"likelihood","B","17","LI-B-17","possessor","Clause Subject","小明说李华把  ","的演讲稿修改好了。","他自己","fb31-04f9-9ae9-011d","lihua.png","taziji"
"likelihood","B","28","LI-B-28","possessor","Speaker","张伟说小明把  ","的秘密告诉了别人。","他","fb31-04f9-9ae9-011d","zhangwei.png","ta"
"likelihood","B","30","LI-B-30","possessor","Speaker","张伟说李华把  ","的文件删除了。","他","fb31-04f9-9ae9-011d","zhangwei.png","ta"
"likelihood","B","21","LI-B-21","possessor","Clause Subject","王刚说张伟把  ","的工作做完了。","自己","fb31-04f9-9ae9-011d","zhangwei.png","ziji"
"likelihood","B","27","LI-B-27","possessor","Clause Subject","李华说小明把  ","的房间打扫干净了。","自己","fb31-04f9-9ae9-011d","xiaoming.png","ziji"
"likelihood","B","2","LI-B-2","co-argument","Speaker","李华说王刚把  ","出卖了。","他","fb31-04f9-9ae9-011d","lihua.png","ta"
"likelihood","B","4","LI-B-4","co-argument","Speaker","李华说张伟把  ","当成小孩子了。","他","fb31-04f9-9ae9-011d","lihua.png","ta"
"likelihood","B","19","LI-B-19","possessor","Clause Subject","小明说王刚把  ","的作业遗漏了。","自己","fb31-04f9-9ae9-011d","wanggang.png","ziji"
"likelihood","B","20","LI-B-20","possessor","Speaker","王刚说李华把  ","的遭遇讲给了别人听。","他","fb31-04f9-9ae9-011d","wanggang.png","ta"
"likelihood","B","29","LI-B-29","possessor","Clause Subject","张伟说王刚把  ","的衣服捐掉了。","自己","fb31-04f9-9ae9-011d","wanggang.png","ziji"
"likelihood","B","23","LI-B-23","possessor","Clause Subject","王刚说张伟把  ","的孩子搂在了怀里。","他自己","fb31-04f9-9ae9-011d","zhangwei.png","taziji"
"likelihood","B","11","LI-B-11","co-argument","Clause Subject","王刚说张伟把  ","置于危险中了。","自己","fb31-04f9-9ae9-011d","zhangwei.png","ziji"
"likelihood","B","7","LI-B-7","co-argument","Clause Subject","小明说李华把  ","灌醉了。","他","fb31-04f9-9ae9-011d","lihua.png","ta"
"likelihood","B","26","LI-B-26","possessor","Speaker","李华说小明把  ","的玩具模型弄坏了。","他","fb31-04f9-9ae9-011d","lihua.png","ta"
"likelihood","B","9","LI-B-9","co-argument","Clause Subject","王刚说小明把  ","锁在教室里了。","自己","fb31-04f9-9ae9-011d","xiaoming.png","ziji"
"likelihood","B","18","LI-B-18","possessor","Speaker","小明说张伟把  ","的想法忘记了。","他","fb31-04f9-9ae9-011d","xiaoming.png","ta"
"likelihood","B","6","LI-B-6","co-argument","Speaker","小明说张伟把  ","想像成侦探了。","他","fb31-04f9-9ae9-011d","xiaoming.png","ta"
"likelihood","A","3","LI-A-3","co-argument","Speaker","李华说王刚把  ","照顾得很好。","李华","5e2c-3b30-96fc-0f4b","lihua.png","name"
"likelihood","A","26","LI-A-26","possessor","Clause Subject","李华说小明把  ","的玩具模型弄坏了。","他自己","5e2c-3b30-96fc-0f4b","xiaoming.png","taziji"
"likelihood","A","1","LI-A-1","co-argument","Speaker","李华说小明把  ","弄糊涂了。","他","5e2c-3b30-96fc-0f4b","lihua.png","ta"
"likelihood","A","12","LI-A-12","co-argument","Clause Subject","王刚说张伟把  ","气哭了。","他自己","5e2c-3b30-96fc-0f4b","zhangwei.png","taziji"
"likelihood","A","18","LI-A-18","possessor","Clause Subject","小明说张伟把  ","的想法忘记了。","自己","5e2c-3b30-96fc-0f4b","zhangwei.png","ziji"
"likelihood","A","20","LI-A-20","possessor","Clause Subject","王刚说李华把  ","的遭遇讲给了别人听。","自己","5e2c-3b30-96fc-0f4b","lihua.png","ziji"
"likelihood","A","7","LI-A-7","co-argument","Speaker","小明说李华把  ","灌醉了。","他","5e2c-3b30-96fc-0f4b","xiaoming.png","ta"
"likelihood","A","8","LI-A-8","co-argument","Clause Subject","小明说李华把  ","绊倒了。","他自己","5e2c-3b30-96fc-0f4b","lihua.png","taziji"
"likelihood","A","22","LI-A-22","possessor","Clause Subject","王刚说小明把  ","的想法表达出来了。","自己","5e2c-3b30-96fc-0f4b","xiaoming.png","ziji"
"likelihood","A","16","LI-A-16","possessor","Clause Subject","小明说王刚把  ","的照片发到了朋友圈。","他","5e2c-3b30-96fc-0f4b","wanggang.png","ta"
"likelihood","A","17","LI-A-17","possessor","Speaker","小明说李华把  ","的演讲稿修改好了。","他","5e2c-3b30-96fc-0f4b","xiaoming.png","ta"
"likelihood","A","19","LI-A-19","possessor","Speaker","小明说王刚把  ","的作业遗漏了。","他","5e2c-3b30-96fc-0f4b","xiaoming.png","ta"
"likelihood","A","27","LI-A-27","possessor","Speaker","李华说小明把  ","的房间打扫干净了。","他","5e2c-3b30-96fc-0f4b","lihua.png","ta"
"likelihood","A","10","LI-A-10","co-argument","Clause Subject","王刚说小明把  ","逼得太紧了。","自己","5e2c-3b30-96fc-0f4b","xiaoming.png","ziji"
"likelihood","A","9","LI-A-9","co-argument","Speaker","王刚说小明把  ","锁在教室里了。","他","5e2c-3b30-96fc-0f4b","wanggang.png","ta"
"likelihood","A","14","LI-A-14","co-argument","Clause Subject","张伟说李华把  ","弄骨折了。","自己","5e2c-3b30-96fc-0f4b","lihua.png","ziji"
"likelihood","A","21","LI-A-21","possessor","Speaker","王刚说张伟把  ","的工作做完了。","他","5e2c-3b30-96fc-0f4b","wanggang.png","ta"
"likelihood","A","15","LI-A-15","co-argument","Speaker","张伟说小明把  ","逗笑了。","他","5e2c-3b30-96fc-0f4b","zhangwei.png","ta"
"likelihood","A","23","LI-A-23","possessor","Speaker","王刚说张伟把  ","的孩子搂在了怀里。","自己","5e2c-3b30-96fc-0f4b","wanggang.png","ziji"
"likelihood","A","24","LI-A-24","possessor","Clause Subject","李华说王刚把  ","的证件弄丢了。","他自己","5e2c-3b30-96fc-0f4b","wanggang.png","taziji"
"likelihood","A","2","LI-A-2","co-argument","Clause Subject","李华说王刚把  ","出卖了。","他自己","5e2c-3b30-96fc-0f4b","wanggang.png","taziji"
"likelihood","A","11","LI-A-11","co-argument","Speaker","王刚说张伟把  ","置于危险中了。","自己","5e2c-3b30-96fc-0f4b","wanggang.png","ziji"
"likelihood","A","28","LI-A-28","possessor","Clause Subject","张伟说小明把  ","的秘密告诉了别人。","自己","5e2c-3b30-96fc-0f4b","xiaoming.png","ziji"
"likelihood","A","5","LI-A-5","co-argument","Speaker","小明说李华把  ","弄伤了。","自己","5e2c-3b30-96fc-0f4b","xiaoming.png","ziji"
"likelihood","A","4","LI-A-4","co-argument","Clause Subject","李华说张伟把  ","当成小孩子了。","他自己","5e2c-3b30-96fc-0f4b","zhangwei.png","taziji"
